Title,Slug,Deal Count,About,QA
JSN Properties,jsn-properties,10,"JSN Properties is a real estate company based in Bell, FL, and New York, NY. Founded by Jeffrey Nissani, the company offers a range of real estate services including renewals, consulting, tenant representation, and property sales. It represents and manages various properties through its listings.",TRUE
Smart Luxe Realty,smart-luxe-realty,10,"Smart Luxe Realty is a real estate company specializing in luxury condo deals in South Florida. It utilizes artificial intelligence (AI) powered algorithms to find the best luxury condo deals. The company provides comprehensive services including searching MLS for active properties, viewing new developments with floor plans, and accessing listings with photos. Smart Luxe Realty aims to help clients maximize their rental capacity through various short and long-term rental options.",TRUE
LH Capital Partners,lh-capital-partners,10,"LH Capital Partners is a private equity company based in San Francisco, United States, with less than $150 million in assets under management. It focuses on investments in various sectors, including commercial real estate, but specific details about its commercial real estate activities are not provided in the available sources.",TRUE
Linda R. Olsson,linda-r-olsson,10,"Linda R. Olsson, Inc., Realtor is a locally owned real estate firm specializing in Palm Beach Luxury Properties for over 30 years. Recognized by the Wall Street Journal as one of 'America's Best Real Estate Agents,' the company is known for its professionalism, superior service, and unrivaled website. The firm represents buyers and sellers of Palm Beach's finest residences, offering in-depth market knowledge, expert negotiation skills, and global internet exposure on over 300 highly visible websites.",TRUE
FRAME Residential,frame-residential,10,"FRAME Residential is a real estate company based in Massachusetts. It offers services such as buying and selling homes, providing home value assessments, and offering market reports. The company is led by Matthew Petty and provides tools like MyPortal for clients to save properties, receive new listing alerts, view comparables, and access monthly market reports.",TRUE
Northeast Development & Investment,northeast-development-investment,10,"Northeast Development & Investment, Inc. is a commercial real estate company based in Boston, MA. The company is involved in various real estate activities, including office information, real estate agents, and office listings. It has an office located at 715 Boylston Avenue, Boston, MA 02116, and can be contacted at (508) 845-7999. The company also has a team of agents including Anthony Rich, Andrew Haddad, Joe Karam, and Megann Schiffer.",TRUE
Veerman Asset Management,veerman-asset-management,10,"Veerman Asset Management, LLC specializes in the financial management of multifamily real estate assets in the Greater-New Jersey area. The company advises professional real estate owners on their purchases, financing, leasing, as well as planning for taxes and future dispositions or interest-transfers. They help owners create efficiencies in their operations to create better returns and time management. Veerman Asset Management leverages its relationships with highly-accredited vendors and advisors to provide comprehensive asset management services. The firm's unique educational background and professional approach to investment real estate allow for a precise financial overview of multifamily portfolios and advise on options to maximize asset value and future goals. The company is active throughout a client's entire ownership period, not just when it is time to buy and sell.",TRUE
Malman Commercial Real Estate,malman-commercial-real-estate,10,"Malman Commercial Real Estate is a commercial real estate brokerage firm based in Denver, Colorado. The company, founded by Jake Malman, provides premier brokerage services to buyers, sellers, landlords, and tenants. It focuses on investment sales opportunities through buyer/seller representation and offers a high-quality experience for its clients. The firm is involved in various commercial real estate transactions, including sales, leases, and financings, across different asset types and classes.",TRUE
Two Trees Management Company,two-trees-management-company,9,"Two Trees Management is a Brooklyn-based, family-owned real estate development firm founded in 1968. The company owns, develops, and manages residential, commercial, and retail properties across Brooklyn and Manhattan. Notable projects include transforming the Brooklyn neighborhood of DUMBO from an underutilized industrial waterfront to a thriving mixed-use community, as well as developments like 325 Kent, 300 Ashland, Mercedes House, Wythe Hotel, Janes Carousel, and the Domino Sugar Factory site. Two Trees is committed to creating neighborhoods with unique cultural identities and supports businesses that add value to the long-term vitality of the communities.",TRUE
Inc.,inc,9,"NAI Global is a global commercial real estate brokerage firm focused on buying, leasing, selling, financing, and managing commercial property. It has a worldwide reach with offices strategically located across the globe, providing local leadership and informed expertise. The company specializes in various commercial real estate transactions, including office, industrial, retail, land, and hospitality properties. NAI Global is known for its top-tier reputation, time-tested results, and agile operations, making it a uniquely effective global commercial real estate firm.",TRUE
Mgs Group Real Estate,mgs-group-real-estate,9,"MGS Group Real Estate is a boutique residential brokerage firm committed to thoughtfully and strategically helping clients achieve their real estate goals. The company specializes in high-end property transactions, offering personalized and strategic marketing plans. With a focus on relationship-centered service, MGS Group agents prioritize understanding client needs and desires to ensure a seamless real estate experience. The firm operates in multiple locations, including Boston, Greater Boston, New York City, and Miami, and has a team of experienced agents with a combined sales volume exceeding $4.5 billion.",TRUE
Access Real Estate,access-real-estate,9,"Access Real Estate is a commercial real estate company that invests in and manages a diverse portfolio of iconic hotels, commercial, and residential properties globally. The company focuses on concentrated and opportunistic investments using permanent and scalable capital, allowing it to flexibly invest across various sectors, geographies, and asset types. Key investments include the Faena Hotel in Miami Beach, the Ocean Club in the Bahamas, and multifamily properties through its partnership with Grand Peaks. The company also developed One High Line in West Chelsea, New York, and acquired the Grand-Hôtel du Cap-Ferrat in France.",TRUE
Core Industrial Realty,core-industrial-realty,9,"Core Industrial Realty provides creative, proven, and comprehensive solutions for investors and consumers of industrial real estate. The company offers a range of services including tenant and landlord representation, acquisition and disposition representation, sale-leaseback advisory, build-to-suit transactions, and investment sales. Core Industrial Realty is committed to delivering superior service through qualitative and quantitative analysis tailored to each project, with a diverse team of experienced professionals dedicated to client satisfaction.",TRUE
Luxuri International Realty,luxuri-international-realty,9,"Luxuri International Real Estate Miami, LLC. is a real estate office specializing in residential and commercial luxury investing. The company is based in North Miami Beach, FL, and is led by experienced agents including Robert Melo, Killian Grondin, Michelle Giler, Morris Esquenazi, and Tyler Woodward. They offer services such as luxury condo sales, re-sales, investment properties, rentals, relocation, and interior design. The company is a member in good standing of the San Juan Board of REALTORS and Miami REALTORS.",TRUE
Urbanize Properties,urbanize-properties,9,"Urbanize Properties is a boutique brokerage firm specializing in engaging with institutional investors and high-net-worth individuals for the purpose of building wealth through sales and acquisitions. The company focuses on capturing desirable and in-demand off-market assets in South Florida and emerging urban-core neighborhoods. Urbanize Properties emphasizes excellence, commitment to clients, reliability, integrity, and diligence in its operations. The firm provides professional, informative, loyal, and dedicated service to its clients, prioritizing their best interests in each transaction to develop long-term customer relationships.",TRUE
Cawley Chicago,cawley-chicago,9,"Cawley Chicago is suburban Chicago's dominant submarket specialist in commercial real estate, specializing in leasing, sales, investment disposition/acquisition, consulting, and asset/property management. Founded in 1998, the company has completed transactions totaling over $1 billion. It provides full-service brokerage and property management services to small/mid-sized companies throughout Chicago and the Greater Midwest.",TRUE
Helmsley Spear,helmsley-spear,9,"Helmsley Spear is America's oldest continuously operating real estate company, founded in 1866 as L.B. Goodale. The company has undergone three ownership changes and was renamed Helmsley Spear after Harry Helmsley's involvement. In 2007, an investment group led by Kent M. Swig purchased the firm, rebranding and redeveloping its operations. Helmsley Spear provides commercial leasing, investment sales, and property management services, leveraging its extensive experience and market knowledge to serve clients effectively.",TRUE
Realty 7,realty-7,9,"Realty 7 is the largest Korean-American real estate company in the Eastern US, serving New Jersey and New York. With over 130 agents, it specializes in residential and commercial real estate services.",TRUE
Rhino Realty Group,rhino-realty-group,9,"Rhino Realty Group Inc. is a full-service commercial real estate company specializing in tenant and landlord representation. The company provides services such as site selection, tenant representation, and landlord representation to various clients including large national retailers and small manufacturing companies.",TRUE
Eastwood Capital Properties,eastwood-capital-properties,9,"Eastwood Capital Properties is a commercial real estate company involved in recent transactions and networking opportunities. The company is represented by brokers like Avi Ben-Ishay, who has closed significant deals, including a $219 million transaction across nine deals. The company focuses on commercial real estate transactions and provides a platform for networking and learning about the players involved in the industry.",TRUE
Odyssey Retail Advisors,odyssey-retail-advisors,9,"Odyssey Retail Advisors is a leading retail real estate advisory firm dedicated to redefining the landscape of luxury retail real estate consultancy through a seamless union of creativity and strategic insight. The company was born from a deep-rooted appreciation for fashion and aims to elevate the retail real estate journey by leveraging in-house expertise, integrity, and a disruptive mindset. It provides comprehensive services including strategic planning, market expertise, site selection, financial evaluation, lease negotiation, and portfolio maintenance. The firm represents premier global retailers, major developers, and landlords, fostering enduring relationships and delivering results with unwavering integrity.",TRUE
J.P. Morgan Asset Management,j-p-morgan-asset-management,9,"J.P. Morgan Asset Management is a global leader in real estate investing with over 50 years of experience. It provides sophisticated investors with a global platform driven by local investment strategies. The company offers a broad array of real estate solutions for clients seeking income, total return, and diversification potential. It owns and manages assets across every major geography and sector, leveraging extensive knowledge and specialized expertise from its dedicated real estate professionals. The firm's Strategic Investment Advisory Group explores how portfolios can take advantage of both public and private real estate, providing unparalleled insights and comprehensive risk management. J.P. Morgan Asset Management has $3 trillion in assets under management and employs over 200 real estate professionals globally.",TRUE
Stonegate Real Estate,stonegate-real-estate,9,"Stonegate Real Estate is a premier full-service real estate provider offering commercial and residential acquisitions, leasing, property management, and value add-brokerage across multiple asset classes. The company's principals bring over a decade of experience and close to a billion dollars in transaction history. They maintain strong relationships with institutional and private firms in the industry.",TRUE
CLS | CRE,cls-cre,9,"CLS CRE is a commercial mortgage brokerage firm specializing in tailored commercial mortgage solutions. They offer expert financial analysis and guidance, competitive loan negotiations, and a streamlined application and approval process. The company represents clients' interests to secure the best possible financing terms and has a nationwide network of capital sources including banks, debt funds, and private equity firms. They also facilitate 1031-exchanges and provide personalized support from start to finish.",TRUE
Commercial Brokers International,commercial-brokers-international,9,"Commercial Brokers International is a full-service commercial brokerage company established in 2006 by Joe Killinger and George Pino. The company focuses on setting a high standard for service by prioritizing clients' best interests. It provides comprehensive services in various types of commercial real estate, including multi-family, retail, land, office, industrial, and hospitality properties. The company also operates within a commercial real estate affiliate network, offering globally accessible services. Additionally, it supports socially responsible investing and philanthropy, emphasizing strong business relationships and community ties.",TRUE
Moody Rambin,moody-rambin,9,"Established in 1969, Moody Rambin specializes in providing project leasing, tenant representation, disposition, development, consulting, and management services to owners and tenants throughout the Texas region and the United States. As Houston’s largest locally owned, full-service commercial real estate brokerage and management firm, they believe that business is built on relationships. That’s why honesty and integrity are at the heart of everything they do. With more than 100 team members, they are large enough to satisfy the most demanding of their large institutional clients, yet small enough to deliver personalized service from their principals.",TRUE
Trustpoint Realty,trustpoint-realty,9,"Trust Point Realty is a premier real estate company specializing in Florida's property market. It offers local market insights, property management, and investment opportunities. The company is led by industry expert Joseph and provides a service-centric experience with a focus on superior market insight and dedicated property management.",TRUE
SquareFoot,squarefoot,9,"SquareFoot is a commercial real estate company specializing in helping companies find their next office. Founded in 2011, the company focuses on providing a seamless experience through easy-to-use technology and a highly responsive team. They cater to companies seeking flexible lease options and a stress-free leasing process with transparency throughout. The company operates primarily in the New York City area and uses technologies such as JavaScript, Python, Ruby, SQL, and Swift.",TRUE
Florida Realty of Miami,florida-realty-of-miami,8,Florida Realty of Miami is the state of Florida's largest 100% commission real estate agency. It is the second largest brokerage in Miami-Dade with over 1700 realtors and is ranked as one of the top 10 real estate agencies in the state of Florida and one of the top 75 nationally annually. The company offers 100% commission to its realtors and has been recognized by the National Association of Realtors as one of Florida's top producers in sales.,TRUE
Fort Realty,fort-realty,8,"Fort Real Estate Company, LLC is not mentioned in the provided sources. However, based on the available information, it seems to specialize in residential real estate and listings in Fort Atkinson, WI, and Milwaukee, WI. It does not appear to be a commercial real estate company.",TRUE
South Florida Properties,south-florida-properties,8,"Transwestern's South Florida commercial real estate team provides a full range of services to commercial real estate owners, users, and investors, including Agency Leasing, Asset Services, Tenant Advisory, Capital Markets, and Research. With expertise spanning office, industrial, retail, multifamily, and healthcare property types, their creative and collaborative approach positions them as a leading commercial real estate firm in South Florida.",TRUE
Diversified Realty LI,diversified-realty-li,8,"Diversified Realty LI is a commercial real estate brokerage firm specializing in the Long Island market. The company is known for arranging significant transactions, including a $4.6 million sale and multiple leases in Westbury, NY. The firm is led by Tommy Tsiolis, who has extensive experience in the local market.",TRUE
M2 CRE,m2-cre,8,"M2 CRE is a commercial real estate company established to help landlords achieve the highest and best use of their properties and growing businesses to secure a location that's just right. The company represents both the sell-side and buy-side in separate transactions, prioritizing client satisfaction and confidentiality. With a specialized approach, M2 CRE covers a large geographical area, including the entirety of North Brooklyn, and is known for its expertise in marketing, market research, negotiations, and team-oriented execution of highly sensitive transactions.",TRUE
Titan Commercial,titan-commercial,8,"Titan Commercial is a leading full-service commercial real estate firm specializing in land and industrial transactions. Established in 2022 and based in Houston, it proudly serves clients across the entire state of Texas.",TRUE
SRE Commercial Group,sre-commercial-group,8,"SRE Commercial Group is a real estate brokerage focused on procuring commercial real estate opportunities for clients. The company takes an old-school approach to selling real estate by establishing positive relationships with sellers and buyers, aiming to achieve the best price in the quickest time. The team consists of experienced real estate agents who specialize in industrial, office, and retail properties. They have successfully closed nearly $400,000,000 in sales and provide comprehensive services including property valuation, buyer procurement, and leasing representation.",TRUE
MHP Real Estate Services,mhp-real-estate-services,8,"MHP Real Estate Services is a full-service commercial real estate company founded in 1971. It operates in the heart of Manhattan and has evolved from a boutique owner/manager of commercial properties. The company is engaged in commercial real estate acquisition, leasing, and management. It has divisions including brokerage, acquisition/disposition, asset management, and project management. MHP has bought and sold over 150 properties valued at more than $12 billion.",TRUE
Bandon Capital Advisors,bandon-capital-advisors,8,"Bandon Capital Advisors is a leading commercial mortgage banking and capital advisory firm with more than 125 years of combined expertise. The company specializes in providing strategic capital solutions to achieve long-term goals. They have completed over $5 billion in historical transactional activity and have originated over 1,000 loans. The firm is relationship-driven, focusing on delivering creative capital solutions that align with clients' objectives.",TRUE
Welco Realty,welco-realty,8,"Welco Realty, Inc. was established over 30 years ago and has become one of the Premier Retail Real Estate Experts in the Northeast. The company specializes in retail tenant representation, shopping center, mall, and CBD retail leasing primarily focused in the metropolitan New York, New Jersey, Connecticut & Pennsylvania markets. Welco Realty represents and has represented notable national and retail chains, including JCPenney, AMC Theatres, Pier 1 Imports, Federated Department Stores, TJX Companies, Toys R Us, Party City, Fairway Markets, Dress Barn, HSBC Bank, Modell’s Sporting Goods, Jo-Ann Fabric & Crafts, among others. The company's objective is to provide high-quality professional real estate consulting and brokerage services tailored to its clients' needs. Welco works closely with its retail clients to help develop their store expansion strategy, which encompasses market analysis, site selection, demographics, competition evaluation, and lease negotiations. The company has a successful track record, leasing millions of square feet of shopping center and CBD retail space throughout various New York, New Jersey, Connecticut, and Pennsylvania markets. Welco Realty does not engage in the sale or lease of residential property; it is strictly a commercial real estate firm.",TRUE
Maverick Commercial Mortgage,maverick-commercial-mortgage,8,"Maverick Commercial Mortgage is a Chicago-based commercial and multi-family mortgage banking firm. It specializes in funding mortgage loans for various property types, ranging from $2 to $100 million. The company has over 40 years of experience in commercial and multi-family real estate financing. They offer a broad range of loan types, including short-term and permanent loans, and provide exceptional client service to guide clients through complex processes. The firm has experience across every commercial real estate type, including retail, office, multi-family, manufactured housing communities, industrial, hotel, and others.",TRUE
Freudenheim Partners,freudenheim-partners,8,"Freudenheim Partners is a commercial real estate brokerage firm founded on the principle that effective solutions for our clients build lasting partnerships. The company brings creativity, thoughtful insight, and superior execution to each leasing and investment sales interaction. With an emphasis on attention to detail and a hands-on approach, Freudenheim Partners prioritizes its clients' needs. The firm is based in Boston and serves the downtown and suburban markets of greater Boston, focusing on transactions involving land, industrial, office, and retail properties.",TRUE
Disney Investment Group,disney-investment-group,8,"Disney Investment Group is a commercial real estate advisory firm specializing in selling shopping centers and retail properties of all types and sizes. The company has executed over $2.28 billion in shopping center transactions and focuses on sell-side execution of core and value-add retail properties in Texas and the southwest United States. They also source off-market transactions nationwide, primarily selling assets in the $5 million to $100+ million range, with a sweet spot in the $10 million to $50 million range. The firm consistently drives pricing to the highest levels attainable for clients and emphasizes exceptional service and execution.",TRUE
Lument,lument,8,"{'name': 'Lument', 'parent_company': 'ORIX Corporation USA', 'description': 'Lument is a national leader in commercial real estate finance, delivering a comprehensive set of capital solutions customized for investors in multifamily, affordable housing, and seniors housing and healthcare real estate.', 'services': ['Commercial real estate financing', 'Proprietary commercial lending', 'Real estate investment sales', 'Real estate capital markets', 'Investment banking', 'Investment management'], 'lending_capabilities': ['Fannie Mae DUS®', 'Freddie Mac Optigo®', 'FHA', 'USDA'], 'employees': 'Approximately 600 employees', 'offices': 'Over 30 offices across the United States', 'securities_services': 'Provided through Lument Securities, LLC, Member FINRA/SIPC'}",TRUE
Cameron Real Estate Group,cameron-real-estate-group,8,"Cameron Real Estate Group is a real estate brokerage based in Wakefield, Massachusetts. The company offers various real estate services, including residential property listings, commercial property listings, and agent training. They are known for their supportive environment for new agents, providing training, leadership, mentorship, leads, and overall assistance. The company operates primarily in the New England region and is affiliated with multiple listing services (MLS) in the area.",TRUE
MIG Commercial Real Estate Services,mig-commercial-real-estate-services,8,"MIG Commercial Real Estate Services is a licensed real estate broker in the State of California, DRE Lic. #02211621. The company specializes in the sales and leasing of commercial and industrial properties in Los Angeles County. They offer commercial property consultations, 1031 exchanges, estate sales, and other complex transactions. Their services include direct outreach, database leverage, and local door-knocking campaigns to maximize exposure and find the right audience for each property. The company is known for its individualized service, extensive local expertise, and customized marketing strategies to help clients realize the maximum value for their properties.",TRUE
Floridian First Realty,floridian-first-realty,8,"Floridian First Realty is a real estate firm specializing in residential, commercial, and luxury properties in Miami and throughout Florida. The company emphasizes personalized service and innovative solutions tailored to clients' unique needs. Their team includes highly specialized agents who provide comprehensive market analysis and investment strategies to maximize returns. The firm is known for its exceptional customer service and commitment to excellence in real estate transactions.",TRUE
Dags Group & Associates,dags-group-associates,8,"Dags Group & Associates is a commercial real estate company specializing in the sales and leasing of retail, office, industrial, and multifamily assets. The company is based in South Florida and provides investment solutions for buyers and sellers, as well as landlord and tenant representation. The company can be contacted at 786-301-3296 or through their website at https://www.dagsgroup.com.",TRUE
Prescott Advisory,prescott-advisory,8,"Prescott Advisory is a commercial real estate company that provides services such as buying, selling, and leasing commercial properties. The company offers personalized guidance and expert advice tailored to the unique needs of each client. They have extensive knowledge of the Prescott market, ensuring clients get the best deals and opportunities. The team focuses on transparency and integrity, providing honest communication and clear processes to help clients make informed decisions. Prescott Advisory also offers complimentary quotes and consultations, allowing clients to explore their options without pressure or commitment.",TRUE
Madison Residential Realty,madison-residential-realty,8,"Madison Residential is a full-service real estate company dedicated to helping clients with all their real estate needs. The company offers a comprehensive approach to buying and selling homes in Beverly Hills, West Los Angeles, and coastal communities. It provides advanced search options, map search, and property request services. The team is experienced in local markets and committed to excellence in real estate transactions.",TRUE
EP Realty Group,ep-realty-group,8,"EP Realty Group, Inc is a commercial real estate brokerage specializing in South Florida, led by Estrella Perez, a top leading real estate broker with over $500 million in closed sales.",TRUE
Resource Realty,resource-realty,8,"Resource Realty is a commercial real estate company founded in 1989 by a group of veteran commercial real estate professionals. The company provides customized corporate real estate solutions, including sales and leasing, representation services, corporate solutions, investment sales and acquisition, and cost segregation. Resource Realty offers financial services such as loan sourcing and bank relationship management. The company operates in multiple locations in New Jersey and Pennsylvania, with offices in Parsippany, Woodbridge, and Moorestown, and provides professional brokerage solutions to meet clients' needs efficiently and effectively.",TRUE
Captivate Real Estate Group,captivate-real-estate-group,8,"Captivate Real Estate Group is a digital resource for buying and selling homes in the Chicago, IL area. The company, affiliated with eXp Realty LLC, prides itself on providing top-quality service by staying ahead of the curve in finding clients opportunities both on and off the market. The team has sold over $100 million in volume and focuses on innovative marketing strategies to cater to the needs of both sellers and buyers in the Greater Chicago area.",TRUE
Markowitz Commercial Real Estate,markowitz-commercial-real-estate,8,"Markowitz Commercial Real Estate Inc. offers exclusive representation in the acquisition, disposition, and lease-up of commercial properties in Southern California.",TRUE
DSH Hotel Advisors,dsh-hotel-advisors,7,"DSH Hotel Advisors provides superior hotel brokerage and advisory services to independent and institutional hotel owners throughout the United States, with a regional focus in the Southeast. The company aims to ensure that all hotel owners have a clear understanding of how their properties are positioned in the market, their current equity level, changing dynamics that affect value and operations, and the options available to improve their position. DSH Hotel Advisors is led by Dennis S. Hopper, CCIM, who has extensive experience in hotel dispositions and has analyzed and advised on over $2.5 billion worth of hotel assets nationally. The firm specializes in exclusive and confidential hotel listings, generating multiple offers from qualified buyers to maximize value for clients. They maintain deep market knowledge through direct contact with hotel owners, buyers, sellers, lenders, franchisors, and other industry contacts.",TRUE
Chang Investment Group,chang-investment-group,7,"Chang Investment Group focuses on Commercial Real Estate advisory services primarily in Southern California. With 20 combined years of solution-driven experience, the team provides personalized care and attention. The company is known for its client-focused approach, relationship-driven services, and commitment to sustainability. Strategic partnerships with nationwide brokerages enable effective high-level negotiations. Key team members include Steve Chang, Ricardo Beristain, Lorena Hernandez, and Noel De Los Santos.",TRUE
Shatz Capital,shatz-capital,7,"Shatz Capital is a Miami-based boutique private equity & debt advisory firm specializing in commercial real estate investment and capital advisory services. Founded in 2023, the company has successfully completed over 100 transactions totaling $7 billion in debt and equity transactions.",TRUE
Vesta Preferred Realty,vesta-preferred-realty,7,"Vesta Preferred Realty is a full-service real estate agency based in Chicago, Illinois. Founded in 2009, it is ranked as the #1 independent real estate team in Illinois by volume since 2021 and has been a top-producing brokerage in the city since 2016. The company provides a range of services including buying, selling, and investing in properties across the U.S. It is known for its tight-knit agency comprised of dedicated real estate experts who have assisted thousands of satisfied clients.",TRUE
Boyne Realty,boyne-realty,7,"Boyne Realty is a real estate agency specializing in residential properties in Northern Michigan. The company offers expertise in finding properties that cater to outdoor enthusiasts, including ski/snowboard slopes, championship golf courses, and other area activities. Their agents are avid skiers, snowboarders, golfers, bikers, and hikers, providing a unique understanding of the local real estate market.",TRUE
360 Realty,360-realty,7,"360 Commercial Real Estate is a 100% woman-owned, veteran-owned business founded by Janine Punzel in March of 2014. Janine’s goal is to leverage her large-company experience in all aspects of real estate while offering clients a small-company level of personalized service.",TRUE
Press|Cuozzo,press-cuozzo,7,"Press|Cuozzo Realtors is a commercial real estate company based in Hamden, Connecticut, serving the greater New Haven area. With over 100 years of combined experience, the company provides a range of real estate services including the sale and leasing of commercial and industrial properties, buyer/tenant representation, 1031 exchanges, investment property sales, market analysis, and site selection. The company has 35 full-time associates and is known for its innovative and aggressive approach to marketing properties in response to evolving market conditions.",TRUE
Singleton Galmann Realty,singleton-galmann-realty,7,"Singleton-Galmann Realty is a real estate company established in 1985 by Maureen Singleton, Alice Galmann, and Mark Singleton. The company specializes in the sale of one, two, and three family homes and condominiums in Hoboken, NJ. They pride themselves on their dedication to personal service and commitment to providing high-level service to sellers, buyers, landlords, and tenants.",TRUE
L&L Holding Company,l-l-holding-company,7,"L&L Holding Company is a privately-owned real estate investment and development company founded in June 2000 by David Levinson and Robert Lapidus. The company specializes in identifying, acquiring, and repositioning underperforming properties in prime locations to unlock their full potential. With over 50 years of combined experience, L&L Holding Company has a portfolio of over 7 million square feet, including notable properties like 195 Broadway, 222 Broadway, and 425 Park Avenue. The company is known for its vertically-integrated platform, which enables expertise in all phases of design, development, and leasing. L&L Holding Company has received numerous industry awards for its commitment to excellence and sustainability, including LEED Gold Certification and WELL Certification.",TRUE
Gindi Realty Advisors,gindi-realty-advisors,7,"Gindi Realty Advisors is a boutique brokerage and advisory firm specializing in the discreet sale of high-value, off-market properties in Manhattan. The firm serves a select clientele including real estate investment funds, REITs, insurance companies, banks, and prominent family offices. It excels in identifying off-market properties that align with clients' stringent investment criteria, utilizing advanced analytics and comprehensive market intelligence. The firm acts as trusted advisors integral to clients' investment strategies, ensuring direct principal-to-principal engagements and facilitating transparent and efficient negotiations. Each transaction is managed with utmost attention to detail and professionalism, ensuring a smooth and efficient process from initial search to final acquisition. The team offers expert guidance and unwavering support, particularly excelling in securing and negotiating off-market deals. With a profound understanding of the Manhattan real estate market and access to a distinguished network and resources, Gindi Realty Advisors is committed to delivering exceptional service and results, meticulously tailored to meet the unique needs and aspirations of each client.",TRUE
Sterling One Realty,sterling-one-realty,7,"Sterling One Realty, Inc. is a full-service real estate company founded by William and Betsy Alvarez in 1993. It specializes in residential and commercial real estate services. The company has expanded to include 20 Sales Associates and 2 Managing Brokers. Its primary office is located in the Miami Roads/Brickell Area, with a satellite office in Miami Beach. Sterling One Realty provides a comprehensive suite of services including buyer and seller representation, market analysis, leasing, short sales, property management, broker price opinions, and REO foreclosure sales. The commercial division assists investors in development projects, multi-family properties, development rights, vacant land, and business ventures. The company has successfully developed its own condominium projects and home sites, demonstrating its ability to execute projects on time and within budget.",TRUE
Kava Realty Group,kava-realty-group,7,"Kava Realty Group, Inc. is a real estate firm in Boston, Massachusetts, founded in 2006. The company serves the city and surrounding areas, providing real estate services and listings. The data relating to real estate for sale on their website comes in part from the Internet Data Exchange/Broker Reciprocity Program of Property Information Network, Inc.",TRUE
HighStreet Net Lease Group,highstreet-net-lease-group,7,"HighStreet Net Lease Group specializes in the disposition and acquisition of net leased investment properties throughout the United States. The company provides a highly unique and customized approach with each project, utilizing a proprietary and strategic national marketing platform for maximum timely market exposure. They offer detailed product and market knowledge, along with a relationship-focused and performance-driven objective. The firm excels in net lease investment brokerage by creating a custom client-driven approach, providing diversified product inventory, and accessing aggressive investor pools. HighStreet Net Lease Group also assists clients in achieving their investment goals through the 1031 exchange process, guiding them from initial disposition to successful closing on replacement properties. The company has strong relationships with institutional investors, developers, principals, brokers, and lenders, which are invaluable tools for their clients.",TRUE
Capital Group Realty,capital-group-realty,7,"Capital Realty Group, Inc. is a leading private equity real estate group focusing on the preservation, acquisition, redevelopment, and management of affordable housing communities across the United States. The company was founded in 1999 and is based in Spring Valley, New York. It has been involved in the acquisition, redevelopment, and operation of nearly 8,000 affordable housing units in 22 states. The company's expertise includes sound financial analysis, comprehensive asset management, and a deep understanding of regulatory requirements. Capital Realty Group has a proven track record in closing complex transactions and ensuring the affordability and quality of multifamily housing for residents.",TRUE
Ecclesiastical Realty,ecclesiastical-realty,7,"Ecclesiastical Realty LLC is a boutique commercial real estate brokerage firm with over 50 years of collective experience in real estate. The company, led by Managing Partner Steve Bodden, specializes in investment sales and advisory services for religious institutions through its affiliate, Ecclesiastical Realty Advisory Services (ERAS). The firm has conducted over 300 transactions in the New York and Northern New Jersey market, totaling over two million square feet of space with an aggregate sales value exceeding $200 million. The company is based in New York and serves clients across various property types including industrial, land, office, retail, and multi-family properties.",TRUE
Undisclosed Institutional Investor,undisclosed-institutional-investor,7,"An undisclosed institutional investor is a type of investor that does not reveal their identity. These investors typically engage in large-scale commercial real estate transactions, often focusing on high-quality, institutional-grade properties such as Class A office buildings, industrial facilities, and other high-end assets. They may invest through joint ventures or partnerships with other entities, and their investments are often driven by a desire to generate significant returns through leverage and strategic asset management.",TRUE
AFS Living,afs-living,7,"AFS Living is a real estate company based in Miami, Florida. It offers MLS listings for properties for sale and rent, as well as new developments with floor plans. The company can be contacted at 2063 Biscayne Blvd, Suite #101, Miami, FL 33137, or via phone at 305-912-7112, and email at info@afsliving.com.",FALSE
Brand Urban,brand-urban,7,"Brand Urban is a commercial real estate advisory and brokerage company specializing in food and beverage, lifestyle, and service retail in major metro markets nationwide. The company provides tenant advisory services, including site selection, deal negotiation, and real estate growth strategy development. They also offer landlord advisory services, such as strategic anchor leasing, high-value partnerships, and community engagement through placemaking. Brand Urban is known for its holistic approach, leveraging deep understanding of brands, their businesses, and their core customers to develop tailored real estate strategies.",TRUE
Capital Realty Group,capital-realty-group,7,"Capital Realty Group is a full service boutique realty company providing comprehensive real estate and property management services throughout San Mateo County. The company has been working in real estate markets since 1987 and managing properties since 1989. It offers dedicated, hands-on service covering all corners of real estate, including residential, commercial, brokerage, and management. The satisfaction of clients is their top priority, and they strive to work tirelessly on behalf of their clients to help them achieve all of their real estate goals.",TRUE
Revel Real Estate,revel-real-estate,7,"Revel Real Estate is a luxury real estate company founded by Ben Bacal. The company specializes in upscale luxury homes and provides bespoke concierge service. It serves the areas of Beverly Hills, Hollywood, Los Angeles, and Miami. Ben Bacal has made a name for himself as one of the top real estate agents in the world with over $4 billion in sales. He has worked with celebrities such as Matt Damon, Ellen DeGeneres, and Madonna and has driven record-breaking sales in exclusive neighborhoods like The Bird Streets and Trousdale. Revel Real Estate offers cutting-edge marketing tools and direct access to Ben Bacal, providing agents with more technology, administrative support, and development tools to create a thriving real estate career.",TRUE
